ip;int;mac;exp;vrf
10.224.217.188;Vlan3520;e4:27:71:17:04:66;205;IP-TV
10.224.217.190;Vlan3520;88:a5:bd:ef:6a:92;1;IP-TV
10.224.217.191;Vlan3520;00:02:9b:93:5b:3f;7;IP-TV
10.224.217.197;Vlan3520;e4:27:71:67:bd:e6;193;IP-TV
10.224.217.198;Vlan3520;e4:27:71:5f:07:59;148;IP-TV
10.224.217.201;Vlan3520;e4:27:71:01:b5:c1;2;IP-TV
10.224.217.203;Vlan3520;1c:bb:a8:23:65:a0;31;IP-TV
10.224.217.205;Vlan3520;e4:27:71:08:a7:50;6;IP-TV
10.224.217.207;Vlan3520;00:1a:79:0c:fb:72;2;IP-TV
10.224.217.208;Vlan3520;e4:27:71:24:f8:13;152;IP-TV
10.224.217.209;Vlan3520;e4:27:71:03:4c:9c;2;IP-TV
10.224.217.210;Vlan3520;e4:27:71:52:5b:b3;9;IP-TV
10.224.217.212;Vlan3520;e4:27:71:25:21:59;81;IP-TV
10.224.217.214;Vlan3520;00:02:9b:8a:65:7d;10;IP-TV
10.224.217.215;Vlan3520;e4:27:71:5e:97:e8;125;IP-TV
10.224.217.216;Vlan3520;5c:e3:0e:94:b9:7b;1;IP-TV
10.224.217.217;Vlan3520;00:1a:79:24:20:ad;1;IP-TV
10.224.217.218;Vlan3520;00:1a:79:0c:cc:ad;6;IP-TV
10.224.217.221;Vlan3520;00:02:9b:93:ca:63;8;IP-TV
10.224.217.223;Vlan3520;e4:27:71:5d:32:f1;110;IP-TV
10.224.217.224;Vlan3520;1c:bb:a8:01:37:c5;192;IP-TV
10.224.217.225;Vlan3520;e4:27:71:5f:dc:ce;166;IP-TV
10.224.217.230;Vlan3520;e4:27:71:1f:fa:d6;146;IP-TV
10.224.217.231;Vlan3520;e4:27:71:20:05:c8;7;IP-TV
10.224.217.235;Vlan3520;e4:27:71:62:5e:ce;73;IP-TV
10.224.217.236;Vlan3520;ec:4c:4d:f2:c6:75;201;IP-TV
10.224.217.238;Vlan3520;e4:27:71:41:d4:ff;1;IP-TV
10.224.217.239;Vlan3520;e4:27:71:10:46:36;133;IP-TV
10.224.217.240;Vlan3520;ec:4c:4d:73:92:e9;105;IP-TV
10.224.217.243;Vlan3520;e4:27:71:10:48:ba;7;IP-TV
10.224.217.244;Vlan3520;20:e5:64:f0:e3:b9;0;IP-TV
10.224.217.246;Vlan3520;e4:27:71:40:6d:98;86;IP-TV
10.224.217.248;Vlan3520;1c:bb:a8:25:00:e4;0;IP-TV
10.224.217.249;Vlan3520;e4:27:71:0c:71:6e;185;IP-TV
10.224.217.250;Vlan3520;e4:27:71:1f:4e:9c;161;IP-TV
10.224.217.254;Vlan3520;e4:27:71:62:74:3f;20;IP-TV
10.224.217.255;Vlan3520;00:1a:79:0b:2e:e3;1;IP-TV
10.224.218.2;Vlan3520;00:1a:79:0f:3e:a0;24;IP-TV
10.224.218.4;Vlan3520;e4:27:71:41:ce:ef;11;IP-TV
10.224.218.5;Vlan3520;e4:27:71:29:f1:b8;228;IP-TV
10.224.218.6;Vlan3520;00:1a:79:06:ce:0b;10;IP-TV
10.224.218.9;Vlan3520;1c:bb:a8:17:96:c1;6;IP-TV
10.224.218.10;Vlan3520;e4:27:71:41:e0:cc;13;IP-TV
10.224.218.11;Vlan3520;e4:27:71:24:f8:1e;66;IP-TV
10.224.218.12;Vlan3520;e4:27:71:45:c1:7b;109;IP-TV
10.224.218.14;Vlan3520;e4:27:71:5d:30:5e;217;IP-TV
10.224.218.15;Vlan3520;e4:27:71:1f:fb:ff;1;IP-TV
10.224.218.16;Vlan3520;00:1a:79:0f:73:d9;1;IP-TV
10.224.218.17;Vlan3520;e4:27:71:29:ef:25;5;IP-TV
10.224.218.18;Vlan3520;ec:4c:4d:f6:d0:81;1;IP-TV
10.224.218.20;Vlan3520;e4:27:71:11:6b:d5;189;IP-TV
10.224.218.25;Vlan3520;e4:27:71:25:12:f3;0;IP-TV
10.224.218.26;Vlan3520;1c:bb:a8:17:96:e7;30;IP-TV
10.224.218.27;Vlan3520;00:1a:79:13:14:da;1;IP-TV
10.224.218.28;Vlan3520;e4:27:71:44:d3:90;89;IP-TV
10.224.218.29;Vlan3520;e4:27:71:29:f1:df;176;IP-TV
10.224.218.30;Vlan3520;e4:27:71:58:52:dd;191;IP-TV
10.224.218.31;Vlan3520;ec:4c:4d:72:2e:4b;13;IP-TV
10.224.218.32;Vlan3520;ec:4c:4d:66:c9:ff;5;IP-TV
10.224.218.33;Vlan3520;e4:27:71:01:b6:83;1;IP-TV
10.224.218.35;Vlan3520;ec:4c:4d:66:ca:4d;75;IP-TV
10.224.218.36;Vlan3520;e4:27:71:1e:a4:c7;176;IP-TV
10.224.218.38;Vlan3520;00:02:9b:93:cc:26;95;IP-TV
10.224.218.39;Vlan3520;38:6b:bb:d3:f9:f6;1;IP-TV
10.224.218.40;Vlan3520;e4:27:71:0c:0f:15;2;IP-TV
10.224.218.43;Vlan3520;e4:27:71:25:24:b9;62;IP-TV
10.224.218.44;Vlan3520;00:1a:79:0c:ca:3a;4;IP-TV
10.224.218.45;Vlan3520;e4:27:71:62:76:a6;100;IP-TV
10.224.218.48;Vlan3520;ec:4c:4d:72:29:3a;155;IP-TV
10.224.218.49;Vlan3520;e4:27:71:08:e2:4b;7;IP-TV
10.224.218.52;Vlan3520;e4:27:71:24:fe:b1;205;IP-TV
10.224.218.54;Vlan3520;e4:27:71:67:bd:dc;1;IP-TV
10.224.218.57;Vlan3520;e4:27:71:51:8a:4f;143;IP-TV
10.224.218.59;Vlan3520;e4:27:71:62:7b:33;41;IP-TV
10.224.218.63;Vlan3520;00:02:9b:93:1b:a3;4;IP-TV
10.224.218.65;Vlan3520;e4:27:71:01:b3:1f;2;IP-TV
10.224.218.68;Vlan3520;e4:27:71:4f:13:54;168;IP-TV
10.224.218.69;Vlan3520;e4:27:71:57:fd:b5;219;IP-TV
10.224.218.70;Vlan3520;ec:4c:4d:66:79:a5;1;IP-TV
10.224.218.71;Vlan3520;e4:27:71:1f:11:79;101;IP-TV
10.224.218.72;Vlan3520;e4:27:71:1f:b7:91;206;IP-TV
10.224.218.74;Vlan3520;e4:27:71:00:44:12;12;IP-TV
10.224.218.76;Vlan3520;e4:27:71:24:ff:20;166;IP-TV
10.224.218.77;Vlan3520;5c:e3:0e:96:9f:37;8;IP-TV
10.224.218.80;Vlan3520;e4:27:71:18:5b:a9;253;IP-TV
10.224.218.85;Vlan3520;1c:bb:a8:22:fb:eb;2;IP-TV
10.224.218.87;Vlan3520;1c:bb:a8:24:b2:c3;64;IP-TV
10.224.218.88;Vlan3520;ec:4c:4d:73:8e:ca;148;IP-TV
10.224.218.94;Vlan3520;e4:27:71:1f:4a:7f;9;IP-TV
10.224.218.95;Vlan3520;ec:4c:4d:72:2d:60;131;IP-TV
10.224.218.96;Vlan3520;ec:4c:4d:f0:03:04;74;IP-TV
10.224.218.99;Vlan3520;e4:27:71:67:cc:aa;70;IP-TV
10.224.218.100;Vlan3520;e4:27:71:5c:6b:e3;257;IP-TV
10.224.218.106;Vlan3520;00:02:9b:89:6a:95;235;IP-TV
10.224.218.108;Vlan3520;ec:4c:4d:66:a0:90;4;IP-TV
10.224.218.109;Vlan3520;00:02:9b:93:51:cb;34;IP-TV
10.224.218.116;Vlan3520;ec:4c:4d:f3:2e:f3;51;IP-TV
10.224.218.117;Vlan3520;bc:64:4b:78:1a:8e;42;IP-TV
10.224.218.121;Vlan3520;ec:4c:4d:72:2b:2c;128;IP-TV
10.224.218.122;Vlan3520;00:1a:79:0f:3f:16;5;IP-TV
10.224.218.123;Vlan3520;e4:27:71:51:fd:ca;233;IP-TV
10.224.218.124;Vlan3520;00:02:9b:9f:db:2c;2;IP-TV
10.224.218.126;Vlan3520;ec:4c:4d:73:ba:52;109;IP-TV
10.224.218.127;Vlan3520;ec:4c:4d:73:ed:c0;224;IP-TV
10.224.218.131;Vlan3520;e4:27:71:45:0b:80;28;IP-TV
10.224.218.132;Vlan3520;ec:4c:4d:f2:b4:7d;234;IP-TV
10.224.218.135;Vlan3520;e4:27:71:54:97:4d;213;IP-TV
10.224.218.138;Vlan3520;1c:bb:a8:25:0d:f1;0;IP-TV
10.224.218.141;Vlan3520;e4:27:71:60:28:d2;21;IP-TV
10.224.218.143;Vlan3520;e4:27:71:0c:29:af;154;IP-TV
10.224.218.151;Vlan3520;ec:4c:4d:73:91:73;13;IP-TV
10.224.218.152;Vlan3520;e4:27:71:0c:77:b6;0;IP-TV
10.224.218.153;Vlan3520;e4:27:71:08:e3:04;230;IP-TV
10.224.218.155;Vlan3520;1c:bb:a8:24:b1:08;0;IP-TV
10.224.218.157;Vlan3520;e4:27:71:25:13:9b;4;IP-TV
10.224.218.161;Vlan3520;e4:27:71:13:bf:a9;102;IP-TV
10.224.218.162;Vlan3520;e4:27:71:5f:db:5f;189;IP-TV
10.224.218.164;Vlan3520;e4:27:71:0c:68:0b;4;IP-TV
10.224.218.167;Vlan3520;e4:27:71:0c:1c:22;112;IP-TV
10.224.218.168;Vlan3520;e4:27:71:1e:cb:89;211;IP-TV
10.224.218.169;Vlan3520;00:02:9b:93:17:37;14;IP-TV
10.224.218.177;Vlan3520;e4:27:71:10:20:39;128;IP-TV
10.224.218.178;Vlan3520;e4:27:71:13:ea:75;228;IP-TV
10.224.218.179;Vlan3520;00:1a:79:13:3b:b7;137;IP-TV
10.224.218.182;Vlan3520;e4:27:71:1f:5f:8d;173;IP-TV
10.224.218.183;Vlan3520;e4:27:71:0c:3c:d7;57;IP-TV
10.224.218.187;Vlan3520;00:1a:79:13:c8:ae;0;IP-TV
10.224.218.190;Vlan3520;e4:27:71:5d:ec:a8;215;IP-TV
10.224.218.194;Vlan3520;ec:4c:4d:73:8e:32;203;IP-TV
10.224.218.195;Vlan3520;e4:27:71:0c:ba:47;4;IP-TV
10.224.218.196;Vlan3520;e4:27:71:47:4a:e7;144;IP-TV
10.224.218.202;Vlan3520;e4:27:71:20:14:7e;214;IP-TV
10.224.218.205;Vlan3520;e4:27:71:4e:ff:5f;72;IP-TV
10.224.218.207;Vlan3520;e4:27:71:67:c3:4c;9;IP-TV
10.224.218.210;Vlan3520;1c:bb:a8:0c:5f:2e;0;IP-TV
10.224.218.211;Vlan3520;1c:bb:a8:01:c9:c5;5;IP-TV
10.224.218.213;Vlan3520;1c:bb:a8:1b:a4:97;5;IP-TV
10.224.218.216;Vlan3520;1c:bb:a8:24:79:1e;47;IP-TV
10.224.218.222;Vlan3520;e4:27:71:02:7a:24;1;IP-TV
10.224.218.224;Vlan3520;e4:27:71:46:cf:8f;201;IP-TV
10.224.218.225;Vlan3520;ec:4c:4d:f0:06:04;0;IP-TV
10.224.218.226;Vlan3520;e4:27:71:08:16:6a;13;IP-TV
10.224.218.232;Vlan3520;e4:27:71:62:7a:87;169;IP-TV
10.224.218.233;Vlan3520;1c:bb:a8:22:0c:69;178;IP-TV
10.224.218.239;Vlan3520;e4:27:71:40:c7:6b;30;IP-TV
10.224.218.240;Vlan3520;e4:27:71:51:8d:13;156;IP-TV
10.224.218.249;Vlan3520;e4:27:71:02:52:e5;1;IP-TV
10.224.218.251;Vlan3520;e4:27:71:5d:ed:a8;162;IP-TV
10.224.218.253;Vlan3520;ec:4c:4d:72:2d:67;42;IP-TV
10.224.219.2;Vlan3520;ec:4c:4d:6e:82:48;176;IP-TV
10.224.219.5;Vlan3520;00:1a:79:06:49:fc;212;IP-TV
10.224.219.6;Vlan3520;e4:27:71:5c:6b:56;5;IP-TV
10.224.219.7;Vlan3520;ec:4c:4d:73:92:44;199;IP-TV
10.224.219.10;Vlan3520;e4:27:71:11:6f:f9;145;IP-TV
10.224.219.13;Vlan3520;1c:bb:a8:06:20:dc;24;IP-TV
10.224.219.14;Vlan3520;ec:4c:4d:73:8f:76;77;IP-TV
10.224.219.15;Vlan3520;e4:27:71:12:02:0d;150;IP-TV
10.224.219.20;Vlan3520;e4:27:71:29:e6:cd;4;IP-TV
10.224.219.23;Vlan3520;e4:27:71:60:1b:63;22;IP-TV
10.224.219.24;Vlan3520;e4:27:71:47:f8:32;17;IP-TV
10.224.219.33;Vlan3520;e4:27:71:67:f7:a1;67;IP-TV
10.224.219.34;Vlan3520;5c:e3:0e:95:e5:14;9;IP-TV
10.224.219.35;Vlan3520;ec:4c:4d:6d:f6:1a;163;IP-TV
10.224.219.37;Vlan3520;e4:27:71:54:68:c0;70;IP-TV
10.224.219.41;Vlan3520;e4:27:71:14:30:52;103;IP-TV
10.224.219.46;Vlan3520;1c:bb:a8:27:6c:05;16;IP-TV
10.224.219.47;Vlan3520;e4:27:71:02:87:b6;0;IP-TV
10.224.219.57;Vlan3520;1c:bb:a8:24:f2:80;2;IP-TV
10.224.219.58;Vlan3520;e4:27:71:11:7c:f6;1;IP-TV
10.224.219.61;Vlan3520;ec:4c:4d:f2:aa:ed;204;IP-TV
10.224.219.62;Vlan3520;e4:27:71:51:fe:6a;4;IP-TV
10.224.219.67;Vlan3520;e4:27:71:60:37:b6;191;IP-TV
10.224.219.68;Vlan3520;e4:27:71:1e:94:5b;12;IP-TV
10.224.219.69;Vlan3520;e4:27:71:18:71:0c;207;IP-TV
10.224.219.70;Vlan3520;e4:27:71:0f:c9:5f;233;IP-TV
10.224.219.73;Vlan3520;1c:bb:a8:24:a4:4a;1;IP-TV
10.224.219.77;Vlan3520;e4:27:71:11:60:15;46;IP-TV
10.224.219.81;Vlan3520;e4:27:71:54:5c:12;31;IP-TV
10.224.219.82;Vlan3520;e4:27:71:52:58:7f;2;IP-TV
10.224.219.83;Vlan3520;e4:27:71:48:01:38;70;IP-TV
10.224.219.85;Vlan3520;ec:4c:4d:72:2e:3e;80;IP-TV
10.224.219.88;Vlan3520;00:02:9b:89:7a:a3;181;IP-TV
10.224.219.89;Vlan3520;e4:27:71:25:14:08;214;IP-TV
10.224.219.90;Vlan3520;e4:27:71:4e:fe:92;15;IP-TV
10.224.219.94;Vlan3520;20:e5:64:f0:a1:b3;0;IP-TV
10.224.219.95;Vlan3520;e4:27:71:08:e1:82;7;IP-TV
10.224.219.96;Vlan3520;ec:4c:4d:73:8f:2a;31;IP-TV
10.224.219.99;Vlan3520;e4:27:71:10:23:15;156;IP-TV
10.224.219.100;Vlan3520;ec:4c:4d:72:21:3a;230;IP-TV
10.224.219.101;Vlan3520;e4:27:71:44:83:62;137;IP-TV
10.224.219.102;Vlan3520;00:1a:79:0f:91:a8;18;IP-TV
10.224.219.103;Vlan3520;e4:27:71:67:9f:a4;33;IP-TV
10.224.219.104;Vlan3520;ec:4c:4d:f2:e1:aa;165;IP-TV
10.224.219.105;Vlan3520;00:1a:79:13:2f:07;7;IP-TV
10.224.219.106;Vlan3520;1c:bb:a8:00:b0:30;6;IP-TV
10.224.219.110;Vlan3520;e4:27:71:08:d8:73;57;IP-TV
10.224.219.113;Vlan3520;e4:27:71:0c:ba:a7;116;IP-TV
10.224.219.114;Vlan3520;ec:4c:4d:f2:e4:c8;31;IP-TV
10.224.219.115;Vlan3520;e4:27:71:29:46:25;200;IP-TV
10.224.219.116;Vlan3520;e4:27:71:47:dc:db;70;IP-TV
10.224.219.119;Vlan3520;4c:5e:0c:27:ed:59;0;IP-TV
10.224.219.121;Vlan3520;e4:27:71:25:82:9f;0;IP-TV
10.224.219.122;Vlan3520;e4:27:71:58:52:49;3;IP-TV
10.224.219.123;Vlan3520;00:1a:79:0f:87:2d;228;IP-TV
10.224.219.124;Vlan3520;e4:27:71:2a:1c:79;21;IP-TV
10.224.219.125;Vlan3520;e4:27:71:0c:b8:8a;201;IP-TV
10.224.219.126;Vlan3520;e4:27:71:11:6a:88;121;IP-TV
10.224.219.127;Vlan3520;e4:27:71:0c:ba:33;88;IP-TV
10.224.219.129;Vlan3520;00:02:9b:93:1a:d8;7;IP-TV
10.224.219.132;Vlan3520;1c:bb:a8:1b:ad:59;2;IP-TV
10.224.219.133;Vlan3520;5c:e3:0e:94:ba:5d;4;IP-TV
10.224.219.134;Vlan3520;1c:bb:a8:1a:ab:8c;172;IP-TV
10.224.219.137;Vlan3520;00:02:9b:93:60:75;0;IP-TV
10.224.219.140;Vlan3520;e4:27:71:52:5d:a3;151;IP-TV
10.224.219.143;Vlan3520;e4:27:71:25:2d:13;239;IP-TV
10.224.219.149;Vlan3520;e4:27:71:52:5d:8a;1;IP-TV
10.224.219.152;Vlan3520;e4:27:71:0c:b7:af;22;IP-TV
10.224.219.154;Vlan3520;e4:27:71:5d:30:90;110;IP-TV
10.224.219.159;Vlan3520;ec:4c:4d:f0:1c:54;110;IP-TV
10.224.219.161;Vlan3520;e4:27:71:27:7a:72;166;IP-TV
10.224.219.163;Vlan3520;e4:27:71:27:8d:1e;22;IP-TV
10.224.219.166;Vlan3520;e4:27:71:10:49:51;158;IP-TV
10.224.219.168;Vlan3520;ec:4c:4d:f6:d2:34;49;IP-TV
10.224.219.169;Vlan3520;e4:27:71:54:5a:2e;236;IP-TV
10.224.219.176;Vlan3520;5c:e3:0e:95:81:ec;5;IP-TV
10.224.219.179;Vlan3520;e4:27:71:67:c2:e6;254;IP-TV
10.224.219.180;Vlan3520;e4:27:71:03:cd:2d;2;IP-TV
10.224.219.181;Vlan3520;7c:bf:b1:58:a2:ba;0;IP-TV
10.224.219.182;Vlan3520;1c:bb:a8:13:7d:57;2;IP-TV
10.224.219.185;Vlan3520;e4:27:71:5d:c2:2d;247;IP-TV
10.224.219.187;Vlan3520;e4:27:71:58:52:29;185;IP-TV
10.224.219.188;Vlan3520;e4:27:71:67:bc:41;131;IP-TV
10.224.219.189;Vlan3520;20:e5:64:f0:b1:29;0;IP-TV
10.224.219.190;Vlan3520;ec:4c:4d:72:2b:23;6;IP-TV
10.224.219.194;Vlan3520;e4:27:71:0c:b9:2f;1;IP-TV
10.224.219.195;Vlan3520;ec:4c:4d:66:50:da;12;IP-TV
10.224.219.197;Vlan3520;1c:bb:a8:24:66:8f;172;IP-TV
10.224.219.198;Vlan3520;e4:27:71:51:8a:75;21;IP-TV
10.224.219.202;Vlan3520;e4:27:71:58:52:92;34;IP-TV
10.224.219.203;Vlan3520;ec:4c:4d:f0:1c:cd;153;IP-TV
10.224.219.205;Vlan3520;e4:27:71:12:01:72;1;IP-TV
10.224.219.207;Vlan3520;e4:27:71:58:50:46;8;IP-TV
10.224.219.209;Vlan3520;e4:27:71:67:9b:ce;38;IP-TV
10.224.219.210;Vlan3520;e4:27:71:54:6b:6d;172;IP-TV
10.224.219.212;Vlan3520;e4:27:71:18:6a:a0;6;IP-TV
10.224.219.213;Vlan3520;00:1a:79:13:3c:35;2;IP-TV
10.224.219.214;Vlan3520;88:a5:bd:ef:6a:90;0;IP-TV
10.224.219.217;Vlan3520;e4:27:71:02:72:18;55;IP-TV
10.224.219.222;Vlan3520;e4:27:71:62:5c:b9;5;IP-TV
10.224.219.223;Vlan3520;e4:27:71:12:28:f1;265;IP-TV
10.224.219.225;Vlan3520;e4:27:71:1f:e4:f6;186;IP-TV
10.224.219.227;Vlan3520;00:1a:79:13:35:6d;5;IP-TV
10.224.219.228;Vlan3520;e4:27:71:10:6d:80;83;IP-TV
10.224.219.230;Vlan3520;e4:27:71:11:7d:6b;246;IP-TV
10.224.219.235;Vlan3520;e4:27:71:65:b2:e5;27;IP-TV
10.224.219.236;Vlan3520;e4:27:71:54:6a:2f;13;IP-TV
10.224.219.237;Vlan3520;00:02:9b:8a:64:47;1;IP-TV
10.224.219.240;Vlan3520;e4:27:71:18:97:5e;49;IP-TV
10.224.219.241;Vlan3520;e4:27:71:29:54:0a;18;IP-TV
10.224.219.242;Vlan3520;e4:27:71:20:0b:97;11;IP-TV
10.224.219.243;Vlan3520;00:fa:e0:fb:7e:bc;14;IP-TV
10.224.219.244;Vlan3520;5c:e3:0e:96:54:6d;0;IP-TV
10.224.219.247;Vlan3520;ec:4c:4d:f6:bb:8e;5;IP-TV
10.224.219.248;Vlan3520;e4:27:71:03:a0:b2;0;IP-TV
10.224.219.251;Vlan3520;00:1a:79:0f:84:f8;1;IP-TV
10.224.219.254;Vlan3520;1c:bb:a8:06:1f:0a;112;IP-TV
10.224.219.255;Vlan3520;00:02:9b:89:58:c9;1;IP-TV
10.224.220.0;Vlan3520;1c:bb:a8:00:b1:af;6;IP-TV
10.224.220.1;Vlan3520;e4:27:71:06:5a:2f;7;IP-TV
10.224.220.2;Vlan3520;ec:4c:4d:6b:2e:4e;83;IP-TV
10.224.220.3;Vlan3520;1c:bb:a8:05:b2:25;4;IP-TV
10.224.220.4;Vlan3520;e4:27:71:13:bb:dc;174;IP-TV
10.224.220.6;Vlan3520;ec:4c:4d:73:8f:85;187;IP-TV
10.224.220.7;Vlan3520;e4:27:71:13:bb:ca;160;IP-TV
10.224.220.8;Vlan3520;e4:27:71:67:c3:0f;225;IP-TV
10.224.220.9;Vlan3520;ec:4c:4d:f6:d3:4c;146;IP-TV
10.224.220.13;Vlan3520;e4:27:71:1e:60:77;59;IP-TV
10.224.220.14;Vlan3520;00:02:9b:8a:64:47;99;IP-TV
10.224.220.15;Vlan3520;1c:bb:a8:1b:ab:ea;8;IP-TV
10.224.220.20;Vlan3520;e4:27:71:0c:72:3b;180;IP-TV
10.224.220.23;Vlan3520;00:02:9b:a2:7f:98;2;IP-TV
10.224.220.24;Vlan3520;e4:27:71:40:af:20;169;IP-TV
10.224.220.26;Vlan3520;20:e5:64:f0:a4:c1;0;IP-TV
10.224.220.27;Vlan3520;ec:4c:4d:f0:03:12;180;IP-TV
10.224.220.28;Vlan3520;ec:4c:4d:f0:1e:44;242;IP-TV
10.224.220.29;Vlan3520;1c:bb:a8:04:09:26;9;IP-TV
10.224.220.30;Vlan3520;e4:27:71:4e:ff:75;0;IP-TV
10.224.220.31;Vlan3520;00:1a:79:09:ea:60;4;IP-TV
10.224.220.32;Vlan3520;e4:27:71:11:28:06;168;IP-TV
10.224.220.33;Vlan3520;e4:27:71:1f:fc:78;69;IP-TV
10.224.220.34;Vlan3520;e4:27:71:16:ef:a3;122;IP-TV
10.224.220.35;Vlan3520;20:e5:64:f0:d4:d7;0;IP-TV
10.224.220.36;Vlan3520;00:1a:79:13:d6:08;2;IP-TV
10.224.220.37;Vlan3520;e4:27:71:5d:ed:00;265;IP-TV
10.224.220.38;Vlan3520;1c:bb:a8:00:b0:ae;7;IP-TV
10.224.220.39;Vlan3520;00:02:9b:89:0b:a2;1;IP-TV
10.224.220.41;Vlan3520;e4:27:71:41:03:47;14;IP-TV
10.224.220.46;Vlan3520;00:02:9b:93:5f:32;7;IP-TV
10.224.220.50;Vlan3520;1c:bb:a8:22:fb:e7;7;IP-TV
10.224.220.51;Vlan3520;e4:27:71:60:35:0a;6;IP-TV
10.224.220.52;Vlan3520;e4:27:71:1f:11:74;27;IP-TV
10.224.220.55;Vlan3520;e4:27:71:06:69:5b;0;IP-TV
10.224.220.56;Vlan3520;e4:27:71:11:25:8d;49;IP-TV
10.224.220.61;Vlan3520;e4:27:71:1f:e6:04;118;IP-TV
10.224.220.65;Vlan3520;1c:bb:a8:06:1a:57;31;IP-TV
10.224.220.66;Vlan3520;e4:27:71:25:83:22;206;IP-TV
10.224.220.67;Vlan3520;e4:27:71:25:83:6b;26;IP-TV
10.224.220.75;Vlan3520;1c:bb:a8:05:b1:ce;129;IP-TV
10.224.220.77;Vlan3520;e4:27:71:25:0f:63;177;IP-TV
10.224.220.81;Vlan3520;e4:27:71:11:29:48;1;IP-TV
10.224.220.82;Vlan3520;e4:27:71:03:93:5b;172;IP-TV
10.224.220.83;Vlan3520;e4:27:71:5e:95:de;40;IP-TV
10.224.220.86;Vlan3520;e4:27:71:51:c1:97;182;IP-TV
10.224.220.88;Vlan3520;00:02:9b:89:51:dc;1;IP-TV
10.224.220.90;Vlan3520;1c:bb:a8:19:c5:80;44;IP-TV
10.224.220.95;Vlan3520;e4:27:71:07:ff:b4;8;IP-TV
10.224.220.98;Vlan3520;e4:27:71:47:fa:34;53;IP-TV
10.224.220.101;Vlan3520;e4:27:71:29:f2:19;107;IP-TV
10.224.220.102;Vlan3520;e4:27:71:44:ca:33;5;IP-TV
10.224.220.108;Vlan3520;e4:27:71:5f:ea:75;193;IP-TV
10.224.220.109;Vlan3520;1c:bb:a8:1a:5c:7f;0;IP-TV
10.224.220.112;Vlan3520;e4:27:71:07:ec:90;2;IP-TV
10.224.220.113;Vlan3520;e4:27:71:40:69:87;12;IP-TV
10.224.220.114;Vlan3520;1c:bb:a8:13:7d:2d;226;IP-TV
10.224.220.117;Vlan3520;e4:27:71:65:b8:92;178;IP-TV
10.224.220.120;Vlan3520;00:02:9b:93:52:02;7;IP-TV
10.224.220.122;Vlan3520;00:1a:79:13:c7:ea;206;IP-TV
10.224.220.123;Vlan3520;00:07:67:b2:33:02;2;IP-TV
10.224.220.130;Vlan3520;e4:27:71:52:5b:d4;151;IP-TV
10.224.220.132;Vlan3520;1c:bb:a8:0f:83:f5;215;IP-TV
10.224.220.133;Vlan3520;00:1a:79:0c:fc:8b;1;IP-TV
10.224.220.135;Vlan3520;1c:bb:a8:1a:93:09;233;IP-TV
10.224.220.137;Vlan3520;e4:27:71:1e:6f:10;167;IP-TV
10.224.220.139;Vlan3520;e4:27:71:67:bf:13;170;IP-TV
10.224.220.142;Vlan3520;7c:bf:b1:58:bc:5e;1;IP-TV
10.224.220.144;Vlan3520;e4:27:71:45:04:4a;76;IP-TV
10.224.220.146;Vlan3520;e4:27:71:47:fc:33;248;IP-TV
10.224.220.149;Vlan3520;e4:27:71:18:9f:c5;238;IP-TV
10.224.220.153;Vlan3520;bc:64:4b:a1:f4:42;0;IP-TV
10.224.220.155;Vlan3520;1c:bb:a8:24:b0:ae;192;IP-TV
10.224.220.157;Vlan3520;1c:bb:a8:01:a2:8c;24;IP-TV
10.224.220.161;Vlan3520;00:1a:79:09:ae:fc;5;IP-TV
10.224.220.167;Vlan3520;1c:bb:a8:24:78:a6;198;IP-TV
10.224.220.177;Vlan3520;00:02:9b:92:d6:21;0;IP-TV
10.224.220.178;Vlan3520;ec:4c:4d:66:90:98;249;IP-TV
10.224.220.182;Vlan3520;e4:27:71:02:63:d3;4;IP-TV
10.224.220.194;Vlan3520;ec:4c:4d:6b:16:f1;177;IP-TV
10.224.220.198;Vlan3520;e4:27:71:0c:3e:43;15;IP-TV
10.224.220.199;Vlan3520;1c:bb:a8:27:2f:39;1;IP-TV
10.224.220.200;Vlan3520;00:1a:79:06:8f:ea;70;IP-TV
10.224.220.202;Vlan3520;1c:bb:a8:1a:98:de;5;IP-TV
10.224.220.205;Vlan3520;ec:4c:4d:f0:2a:98;185;IP-TV
10.224.220.206;Vlan3520;e4:27:71:44:c0:a1;121;IP-TV
10.224.220.207;Vlan3520;38:6b:bb:d3:a7:e2;1;IP-TV
10.224.220.208;Vlan3520;ec:4c:4d:f2:cb:38;91;IP-TV
10.224.220.211;Vlan3520;1c:bb:a8:27:32:ce;7;IP-TV
10.224.220.212;Vlan3520;e4:27:71:14:01:98;137;IP-TV
10.224.220.214;Vlan3520;e4:27:71:02:83:9b;233;IP-TV
10.224.220.215;Vlan3520;e4:27:71:60:28:e1;190;IP-TV
10.224.220.216;Vlan3520;e4:27:71:00:b6:13;1;IP-TV
10.224.220.217;Vlan3520;ec:4c:4d:f2:e4:5d;159;IP-TV
10.224.220.220;Vlan3520;e4:27:71:03:bc:57;4;IP-TV
10.224.220.223;Vlan3520;e4:27:71:08:ec:8c;8;IP-TV
10.224.220.225;Vlan3520;e4:27:71:5b:93:61;19;IP-TV
10.224.220.228;Vlan3520;00:1a:79:0f:7f:a3;2;IP-TV
10.224.220.234;Vlan3520;ec:4c:4d:f0:03:47;167;IP-TV
10.224.220.236;Vlan3520;e4:27:71:5c:6a:99;58;IP-TV
